,coords,weight,point_type
556,"(45.2867121, -93.7720561)",60,Child Care
557,"(46.50990609999999, -94.2932266)",66,Child Care
558,"(45.5161148, -94.2037375)",17,Child Care
559,"(44.8838988, -93.2587948)",84,Child Care
560,"(45.8767011, -95.3554619)",16,Child Care
561,"(45.9672306, -95.5997152)",20,Child Care
562,"(47.10134619999999, -94.5872162)",18,Child Care
563,"(45.0502572, -93.0255701)",112,Child Care
564,"(45.1918207, -93.8728629)",40,Child Care
565,"(43.9790102, -94.6271993)",77,Child Care
566,"(44.9926768, -93.2928958)",129,Child Care
567,"(44.76751, -94.1271853)",20,Child Care
568,"(44.8350255, -93.1664589)",98,Child Care
569,"(44.4507218, -93.9125177)",20,Child Care
570,"(45.1416808, -93.1256201)",184,Child Care
571,"(44.7761665, -92.8613342)",137,Child Care
572,"(45.1668643, -93.2305813)",189,Child Care
573,"(44.5616316, -92.5351915)",79,Child Care
574,"(44.8062922, -93.5937672)",52,Child Care
575,"(44.032567, -92.7597031)",40,Child Care
576,"(44.8732949, -93.2685331)",84,Child Care
577,"(44.3796411, -92.0283139)",20,Child Care
578,"(45.00549549999999, -93.1701805)",59,Child Care
579,"(44.3809311, -92.0325616)",35,Child Care
580,"(45.57604329999999, -93.2031789)",93,Child Care
581,"(45.110836, -93.3034668)",172,Child Care
582,"(45.0552552, -92.9934927)",65,Child Care
583,"(45.0070311, -93.2670039)",48,Child Care
584,"(47.92776139999999, -97.0222219)",40,Child Care
585,"(46.0191878, -92.9510305)",15,Child Care
586,"(44.9616505, -93.2046628)",117,Child Care
587,"(44.829187, -93.603301)",172,Child Care
588,"(45.5943861, -94.1928814)",154,Child Care
589,"(45.0451861, -93.4476825)",102,Child Care
590,"(44.0163581, -92.4669903)",40,Child Care
591,"(44.73011289999999, -92.8959215)",40,Child Care
592,"(44.694826, -93.2573411)",156,Child Care
593,"(45.614132, -94.1893847)",149,Child Care
594,"(44.6349165, -93.2784825)",29,Child Care
595,"(45.0228793, -93.3994595)",95,Child Care
596,"(44.79132, -93.239547)",49,Child Care
597,"(44.8340429, -92.962832)",148,Child Care
598,"(44.9743825, -93.2852575)",66,Child Care
599,"(44.7666793, -94.8946574)",73,Child Care
600,"(44.8942035, -93.0965272)",60,Child Care
601,"(45.0425281, -93.2468166)",164,Child Care
602,"(45.3109674, -93.5740175)",167,Child Care
603,"(44.642759, -93.136893)",220,Child Care
604,"(44.0039158, -94.0653135)",87,Child Care
605,"(44.835141, -93.1792712)",20,Child Care
606,"(44.762483, -93.2487778)",175,Child Care
607,"(45.20697, -93.247)",10,Child Care
608,"(45.0868222, -93.0122843)",30,Child Care
609,"(44.4423644, -93.1685139)",40,Child Care
610,"(44.8956087, -93.4358742)",68,Child Care
611,"(43.8294518, -91.3071962)",45,Child Care
612,"(44.9716299, -93.5071905)",93,Child Care
613,"(45.1492395, -95.015274)",64,Child Care
614,"(44.8829905, -93.2525033)",103,Child Care
615,"(44.8580979, -93.5413466)",92,Child Care
616,"(44.7784384, -93.27588)",154,Child Care
617,"(44.1737061, -93.9922817)",147,Child Care
618,"(45.0491845, -93.1464422)",20,Child Care
619,"(45.1059851, -93.4565929)",100,Child Care
620,"(44.8892524, -92.9011352)",136,Child Care
621,"(44.9950871, -93.5063732)",72,Child Care
622,"(46.8250266, -94.5128261)",34,Child Care
623,"(44.9599582, -93.0148347)",110,Child Care
624,"(45.0657455, -94.1765022)",35,Child Care
625,"(44.9835802, -93.3413524)",88,Child Care
626,"(44.9472695, -93.2418642)",108,Child Care
627,"(44.9714374, -93.3603514)",38,Child Care
628,"(44.047267, -91.6372493)",106,Child Care
629,"(44.7500228, -93.292359)",80,Child Care
630,"(44.1430321, -92.2202079)",52,Child Care
631,"(45.99814749999999, -94.3527136)",32,Child Care
632,"(45.1435962, -93.2853152)",62,Child Care
633,"(44.9484698, -93.0927948)",206,Child Care
634,"(44.9393013, -93.2418314)",53,Child Care
635,"(45.0638476, -93.1890268)",76,Child Care
636,"(45.0390509, -93.4812416)",40,Child Care
637,"(45.54733239999999, -94.1569661)",60,Child Care
638,"(47.6880979, -91.9490785)",20,Child Care
639,"(47.2508492, -93.5382419)",16,Child Care
640,"(44.93951490000001, -93.3655433)",20,Child Care
641,"(44.7781119, -93.3391278)",80,Child Care
642,"(44.8689805, -93.1333704)",40,Child Care
643,"(46.7128095, -92.4522701)",20,Child Care
644,"(44.7476534, -93.3299987)",152,Child Care
645,"(44.9783747, -93.2717135)",122,Child Care
646,"(45.0898606, -93.5156172)",24,Child Care
647,"(45.0195513, -93.2123392)",306,Child Care
648,"(44.0786831, -92.5286137)",223,Child Care
649,"(44.0527132, -92.4560281)",102,Child Care
650,"(44.0521275, -94.4115378)",63,Child Care
651,"(45.0455487, -93.4716219)",49,Child Care
652,"(43.63151209999999, -91.4940324)",80,Child Care
653,"(45.3090455, -92.9852569)",20,Child Care
654,"(45.0432065, -93.2558586)",62,Child Care
655,"(44.9344329, -92.9370275)",160,Child Care
656,"(44.053277, -92.5254412)",196,Child Care
657,"(44.8059533, -93.1460482)",160,Child Care
658,"(45.0787594, -93.0793474)",184,Child Care
659,"(46.6599091, -95.7996282)",24,Child Care
660,"(45.44415799999999, -93.6001706)",30,Child Care
661,"(45.0629779, -92.9466784)",94,Child Care
662,"(44.9294795, -93.4052918)",62,Child Care
663,"(46.796505, -92.1060894)",95,Child Care
664,"(46.4423148, -95.1519659)",49,Child Care
665,"(44.049829, -91.6447791)",84,Child Care
666,"(45.0347137, -93.5085297)",172,Child Care
667,"(44.8475526, -92.9503156)",33,Child Care
668,"(45.0629157, -93.02449)",85,Child Care
669,"(44.962722, -92.9774298)",20,Child Care
670,"(44.70288499999999, -92.83174)",33,Child Care
671,"(44.2922134, -92.666905)",30,Child Care
672,"(44.0543043, -92.432141)",26,Child Care
673,"(44.964128, -93.2672431)",36,Child Care
674,"(44.8052815, -93.1653533)",121,Child Care
675,"(45.0521864, -93.0571013)",134,Child Care
676,"(45.0213685, -93.0823567)",118,Child Care
677,"(44.8233664, -93.3012218)",31,Child Care
678,"(44.9643858, -92.9568082)",152,Child Care
679,"(45.2105593, -93.2352398)",45,Child Care
680,"(44.7520805, -93.2724051)",74,Child Care
681,"(46.8759117, -96.7006856)",22,Child Care
682,"(45.10741669999999, -95.04742)",90,Child Care
683,"(45.0280328, -93.4356165)",92,Child Care
684,"(45.58572849999999, -94.2199953)",16,Child Care
685,"(45.5973493, -94.1345125)",60,Child Care
686,"(45.5301806, -94.1616868)",16,Child Care
687,"(45.1694282, -93.2337467)",82,Child Care
688,"(44.8442349, -93.7818872)",82,Child Care
689,"(45.075322, -93.2356066)",60,Child Care
690,"(44.9516643, -93.1629063)",172,Child Care
691,"(45.1247538, -93.479094)",40,Child Care
692,"(44.8611941, -93.5732958)",62,Child Care
693,"(44.0354188, -92.4806241)",32,Child Care
694,"(45.0092363, -93.6524461)",95,Child Care
695,"(45.0110271, -93.1553643)",48,Child Care
696,"(44.6620315, -93.2458707)",38,Child Care
697,"(44.62380719999999, -93.7663856)",20,Child Care
698,"(44.7877073, -93.5971781)",50,Child Care
699,"(44.289131, -93.2718011)",80,Child Care
700,"(45.0124657, -92.9918828)",114,Child Care
701,"(45.0577474, -92.816097)",20,Child Care
702,"(45.0010209, -93.1094963)",87,Child Care
703,"(43.6622214, -96.2081082)",20,Child Care
704,"(44.1830493, -93.9757259)",80,Child Care
705,"(44.0711234, -92.491216)",20,Child Care
706,"(44.4519042, -95.7605541)",41,Child Care
707,"(45.0701087, -93.4494139)",122,Child Care
708,"(44.864514, -93.3052208)",264,Child Care
709,"(44.8526539, -93.5593121)",205,Child Care
710,"(44.8826889, -93.1175204)",106,Child Care
711,"(44.8255722, -93.6473654)",24,Child Care
712,"(47.9306752, -97.0164438)",20,Child Care
713,"(44.3126654, -94.4832352)",94,Child Care
714,"(44.9004481, -93.7420014)",141,Child Care
715,"(45.09379250000001, -93.7457763)",89,Child Care
716,"(46.7395362, -92.1696721)",54,Child Care
717,"(45.019948, -93.085378)",70,Child Care
718,"(43.6755769, -92.0905779)",80,Child Care
719,"(44.8626438, -93.5922641)",150,Child Care
720,"(44.9330664, -93.3414978)",168,Child Care
721,"(47.4031168, -92.951055)",81,Child Care
722,"(47.2120595, -93.5186933)",42,Child Care
723,"(45.140126, -93.4020741)",89,Child Care
724,"(45.0490334, -93.2957068)",81,Child Care
725,"(45.2671609, -94.1349966)",85,Child Care
726,"(44.7299212, -93.1349564)",54,Child Care
727,"(45.5762005, -95.9011236)",10,Child Care
728,"(44.8765739, -93.2776571)",34,Child Care
729,"(44.0486611, -92.429879)",146,Child Care
730,"(44.9334427, -93.4534037)",76,Child Care
731,"(45.108839, -93.2752202)",81,Child Care
732,"(45.3670601, -93.10698080000002)",49,Child Care
733,"(46.60377190000001, -94.2653414)",99,Child Care
734,"(45.04251900000001, -93.2503526)",38,Child Care
735,"(45.67779609999999, -94.8197052)",61,Child Care
736,"(45.05354550000001, -92.8283282)",76,Child Care
737,"(45.1328111, -93.2391778)",61,Child Care
738,"(47.2615942, -93.6079323)",54,Child Care
739,"(45.2674716, -93.243392)",168,Child Care
740,"(44.4469471, -92.2721072)",48,Child Care
741,"(44.975479, -93.4220492)",54,Child Care
742,"(45.8253142, -92.9700309)",18,Child Care
743,"(45.1701652, -93.3157546)",60,Child Care
744,"(46.8057587, -92.1941397)",151,Child Care
745,"(45.0001344, -93.2308408)",20,Child Care
746,"(44.0772994, -93.5043332)",61,Child Care
747,"(44.8686714, -93.6001756)",108,Child Care
748,"(44.8901479, -92.9480062)",40,Child Care
749,"(46.8191427, -92.0849133)",46,Child Care
750,"(45.0497127, -92.8046495)",30,Child Care
751,"(45.0285521, -93.3375024)",36,Child Care
752,"(46.8266234, -95.8500403)",36,Child Care
753,"(45.0652535, -93.1523092)",120,Child Care
754,"(44.742071, -93.38183560000002)",190,Child Care
755,"(45.4945028, -93.2578942)",90,Child Care
756,"(44.9042251, -93.2763598)",42,Child Care
757,"(44.95417459999999, -93.2615723)",119,Child Care
758,"(44.7352769, -93.1305283)",88,Child Care
759,"(45.6529635, -95.3718176)",108,Child Care
760,"(45.116799, -93.230353)",107,Child Care
761,"(46.831985, -96.77360000000002)",43,Child Care
762,"(45.21084099999999, -93.5506882)",172,Child Care
763,"(47.4972427, -94.8789619)",49,Child Care
764,"(44.7395145, -92.881289)",71,Child Care
765,"(45.5937281, -94.1691497)",30,Child Care
766,"(44.7323427, -93.2447555)",20,Child Care
767,"(45.187706, -93.5550041)",31,Child Care
768,"(44.1652655, -93.9963341)",54,Child Care
769,"(44.9444846, -93.1124671)",20,Child Care
770,"(44.9291809, -93.3462119)",36,Child Care
771,"(44.9745285, -93.2756713)",51,Child Care
772,"(44.9773375, -93.2710893)",53,Child Care
773,"(44.9461568, -92.9403246)",75,Child Care
774,"(44.9767185, -93.4569812)",48,Child Care
775,"(47.40004, -93.0799562)",34,Child Care
776,"(47.3202811, -93.29892970000002)",52,Child Care
777,"(47.3105785, -93.3813475)",62,Child Care
778,"(47.327572, -93.787566)",132,Child Care
779,"(47.3716653, -93.171441)",12,Child Care
780,"(47.2414666, -93.5290913)",56,Child Care
781,"(44.9318179, -93.4063557)",92,Child Care
782,"(44.9589541, -92.9920106)",168,Child Care
783,"(45.57091399999999, -93.602808)",99,Child Care
784,"(45.5064941, -93.58709)",83,Child Care
785,"(44.0189937, -92.4462733)",16,Child Care
786,"(45.2091681, -93.3598302)",168,Child Care
787,"(45.1226545, -93.3571547)",134,Child Care
788,"(44.9858607, -93.2970314)",52,Child Care
789,"(45.2247182, -93.6544857)",20,Child Care
790,"(44.85101239999999, -93.3301681)",99,Child Care
791,"(44.1789858, -94.0523306)",30,Child Care
792,"(44.2814795, -94.1866859)",36,Child Care
793,"(44.9515045, -93.3343502)",100,Child Care
794,"(44.786216, -93.2493664)",111,Child Care
795,"(44.8910412, -93.069007)",68,Child Care
796,"(44.9331091, -93.2235276)",129,Child Care
797,"(45.5406649, -94.1990247)",74,Child Care
798,"(44.7817242, -93.4793061)",113,Child Care
799,"(44.9669332, -93.2772112)",143,Child Care
800,"(45.1989701, -92.7724777)",26,Child Care
801,"(44.4690934, -93.1699649)",88,Child Care
802,"(45.0169888, -96.1868549)",10,Child Care
803,"(45.0159473, -93.4633492)",156,Child Care
804,"(43.6657134, -92.9973249)",49,Child Care
805,"(44.7396459, -93.1782932)",20,Child Care
806,"(44.9579609, -93.2489598)",123,Child Care
807,"(44.8697762, -93.44111)",79,Child Care
808,"(44.8613982, -93.486213)",181,Child Care
809,"(47.9165132, -97.0125561)",83,Child Care
810,"(45.21200320000001, -93.2321059)",29,Child Care
811,"(45.0186492, -93.4928348)",137,Child Care
812,"(44.8472523, -93.1576935)",106,Child Care
813,"(45.5229624, -94.1946212)",88,Child Care
814,"(44.8405813, -93.7786714)",162,Child Care
815,"(44.9774988, -93.2600085)",35,Child Care
816,"(44.69433679999999, -93.2229372)",168,Child Care
817,"(45.0340984, -93.3948097)",105,Child Care
818,"(44.7349165, -93.1863622)",125,Child Care
819,"(46.2967269, -94.2586765)",63,Child Care
820,"(44.20441160000001, -93.815508)",98,Child Care
821,"(43.9141744, -92.4815517)",113,Child Care
822,"(44.7885865, -95.098552)",80,Child Care
823,"(45.1860979, -93.2387323)",139,Child Care
824,"(45.0350677, -93.5065061)",180,Child Care
825,"(46.3593058, -94.2009013)",58,Child Care
826,"(45.4506483, -94.4303065)",56,Child Care
827,"(44.543895, -93.5801465)",60,Child Care
828,"(45.49899389999999, -93.2317158)",121,Child Care
829,"(44.94410329999999, -92.8964946)",181,Child Care
830,"(45.04173720000001, -93.262438)",56,Child Care
831,"(44.9399431, -93.5113463)",146,Child Care
832,"(44.9510297, -93.1398901)",68,Child Care
833,"(44.0485966, -94.1650783)",58,Child Care
834,"(44.1641239, -92.1661692)",10,Child Care
835,"(45.2154178, -93.6024616)",172,Child Care
836,"(46.5055655, -92.6886497)",80,Child Care
837,"(44.8525774, -93.0421682)",20,Child Care
838,"(44.7393746, -93.1265707)",133,Child Care
839,"(44.0067803, -93.7827886)",55,Child Care
840,"(45.2093511, -93.5550935)",126,Child Care
841,"(44.3233766, -93.9641698)",119,Child Care
842,"(44.5453631, -93.5557293)",125,Child Care
843,"(45.7644035, -93.6377546)",129,Child Care
844,"(44.0767133, -92.5404544)",94,Child Care
845,"(45.0341136, -92.9949661)",62,Child Care
846,"(45.0815284, -93.4496242)",180,Child Care
847,"(45.26711, -93.2304548)",90,Child Care
848,"(44.9848285, -93.2970474)",38,Child Care
849,"(45.1271002, -93.4789012)",116,Child Care
850,"(45.2566091, -93.4238724)",112,Child Care
851,"(45.22437439999999, -93.3107133)",164,Child Care
852,"(44.0617969, -92.52312)",172,Child Care
853,"(45.9724039, -94.8553554)",74,Child Care
854,"(44.9117221, -93.0989691)",49,Child Care
855,"(45.2867121, -93.7720561)",108,Child Care
856,"(45.5826105, -95.9024064)",20,Child Care
857,"(44.97443310000001, -93.0323888)",72,Child Care
858,"(44.2247142, -95.620743)",100,Child Care
859,"(45.5606923, -93.5828623)",80,Child Care
860,"(45.02014250000001, -92.782018)",60,Child Care
861,"(44.8210649, -93.3996115)",160,Child Care
862,"(47.0248814, -91.6919007)",62,Child Care
863,"(45.1449953, -93.0992227)",20,Child Care
864,"(44.7386413, -93.2221413)",60,Child Care
865,"(45.0939817, -93.0052937)",96,Child Care
866,"(45.3370503, -93.733167)",15,Child Care
867,"(44.9803658, -93.1061934)",86,Child Care
868,"(44.998771, -93.2965207)",148,Child Care
869,"(45.0159921, -93.2854682)",20,Child Care
870,"(44.2890289, -92.6687457)",81,Child Care
871,"(45.33395648171203, -92.99694467305952)",84,Child Care
872,"(45.0242382, -93.2093157)",35,Child Care
873,"(45.1643408, -93.0490772)",123,Child Care
874,"(44.6967805, -93.213826)",138,Child Care
875,"(44.8971024, -94.3785174)",61,Child Care
876,"(44.9688998, -93.2879716)",133,Child Care
877,"(45.2141402, -93.4145391)",99,Child Care
878,"(45.1370626, -93.1717167)",99,Child Care
879,"(45.1040104, -93.2029301)",126,Child Care
880,"(45.1568551, -93.0416473)",88,Child Care
881,"(44.9938326, -93.0209569)",93,Child Care
882,"(45.0109377, -93.125386)",39,Child Care
883,"(44.72932, -92.8542039)",230,Child Care
884,"(44.7355938, -93.22467530000002)",118,Child Care
885,"(44.0222684, -92.5025439)",185,Child Care
886,"(46.96048140000001, -92.156939)",118,Child Care
887,"(45.0643885, -92.8127263)",86,Child Care
888,"(44.713162, -93.2617415)",181,Child Care
889,"(44.84445789999999, -93.0843115)",60,Child Care
890,"(45.1985073, -93.3822792)",40,Child Care
891,"(44.8559378, -93.0428324)",100,Child Care
892,"(45.1174233, -95.0702798)",100,Child Care
893,"(44.2009138, -93.6673347)",92,Child Care
894,"(44.8842629, -93.25134)",20,Child Care
895,"(44.8549645, -93.5317826)",137,Child Care
896,"(45.1277011, -94.5285589)",59,Child Care
897,"(46.6897172, -92.4512723)",34,Child Care
898,"(43.6301808, -91.5041853)",99,Child Care
899,"(45.06711989999999, -93.4380343)",104,Child Care
900,"(44.18064649999999, -94.0164519)",80,Child Care
901,"(46.3574121, -94.7944543)",40,Child Care
902,"(44.87386559999999, -93.2525963)",24,Child Care
903,"(45.0729702, -93.2244666)",79,Child Care
904,"(46.0921239, -95.8210983)",20,Child Care
905,"(45.1758894, -93.27490840000002)",42,Child Care
906,"(46.7885708, -92.1821711)",75,Child Care
907,"(45.5704967, -93.5810118)",103,Child Care
908,"(44.91995, -93.2503877)",38,Child Care
909,"(46.80905019999999, -92.0695841)",15,Child Care
910,"(45.0137229, -93.2242565)",25,Child Care
911,"(44.3301094, -94.4824305)",118,Child Care
912,"(44.9312933, -93.2782467)",118,Child Care
913,"(44.941618, -93.2329888)",177,Child Care
914,"(43.9964782, -96.31733210000002)",20,Child Care
915,"(44.9717948, -93.4721765)",92,Child Care
916,"(45.56216, -94.3151345)",163,Child Care
917,"(44.86257070000001, -93.6713065)",99,Child Care
918,"(44.926612, -93.1504863)",68,Child Care
919,"(44.9854738, -93.3996077)",20,Child Care
920,"(44.9698284, -93.2131813)",38,Child Care
921,"(44.450813, -95.7814245)",40,Child Care
922,"(45.0067262, -93.1473282)",80,Child Care
923,"(45.0314777, -93.3138239)",50,Child Care
924,"(46.59583019999999, -95.5812882)",42,Child Care
925,"(45.0653081, -93.4810577)",148,Child Care
926,"(45.3840306, -93.363074)",72,Child Care
927,"(45.1894139, -93.2356519)",176,Child Care
928,"(45.6285001, -94.5662415)",51,Child Care
929,"(45.0470925, -93.1341537)",183,Child Care
930,"(45.29917040000001, -92.9730618)",63,Child Care
931,"(45.0080578, -93.446766)",30,Child Care
932,"(45.665164, -94.6924406)",50,Child Care
933,"(44.0594853, -92.5224335)",181,Child Care
934,"(44.9694086, -92.9990123)",60,Child Care
935,"(44.4615425, -93.1634553)",40,Child Care
936,"(44.5394039, -95.1169424)",60,Child Care
937,"(44.5405557, -92.54842)",15,Child Care
938,"(46.8156442, -92.0962001)",65,Child Care
939,"(43.827407, -91.3072307)",54,Child Care
940,"(44.4319006, -95.7949303)",20,Child Care
941,"(45.1276641, -93.4239607)",131,Child Care
942,"(45.0537167, -93.3630252)",91,Child Care
943,"(44.9939738, -93.3188201)",74,Child Care
944,"(44.9513148, -93.2661268)",68,Child Care
945,"(44.9480705, -93.2521554)",94,Child Care
946,"(44.972317, -93.3538303)",100,Child Care
947,"(44.71592443762301, -93.21670756581548)",64,Child Care
948,"(44.0609627, -92.5229609)",169,Child Care
949,"(44.9485995, -93.247638)",48,Child Care
950,"(44.9360989, -93.2470385)",66,Child Care
951,"(45.0638256, -92.9572092)",93,Child Care
952,"(44.8025385, -93.18494830000002)",181,Child Care
953,"(46.3608791, -94.2225659)",143,Child Care
954,"(45.6420019, -94.2201312)",18,Child Care
955,"(44.9274344, -93.3125868)",81,Child Care
956,"(45.19283679999999, -93.2325222)",110,Child Care
957,"(44.9476531, -93.1137639)",57,Child Care
958,"(44.2930685, -94.7273132)",64,Child Care
959,"(45.0080052, -93.4520153)",124,Child Care
